eventType,eventTimestamp,orderID,instrumentID,side,quantity,price,trader,leavesQuantity,assetClass,timeSinceLastUpdate,within15Secs,alert
new,2015.04.20D15:13:33.520130543,HOR_NSM__oid2003578,FB.OQ,S,1,220.48,NSM_trader567,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:34.128125109,HOR_NSM__oid2003537,FB.OQ,B,1,220.44,NSM_trader566,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:34.520130543,HOR_NSM__oid2003578,FB.OQ,S,1,220.48,NSM_trader567,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:35.296053142,HOR_NSM__oid2003903,FB.OQ,B,3,220.41,NSM_demoTrader,3,EQUITY_EXCHANGE,0D00:00:11.931747336,TRUE,
filled,2015.04.20D15:13:36.296053142,HOR_NSM__oid2003903,FB.OQ,B,3,220.41,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:37.364325139,HOR_NSM__oid2004119,FB.OQ,S,1,220.44,NSM_trader569,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:38.364325139,HOR_NSM__oid2004119,FB.OQ,S,1,220.44,NSM_trader569,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:39.876482060,HOR_NSM__oid2004346,FB.OQ,B,1,220.41,NSM_trader570,1,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:13:40.876482060,HOR_NSM__oid2004346,FB.OQ,B,6,220.41,NSM_trader570,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:41.876482060,HOR_NSM__oid2004346,FB.OQ,B,6,220.41,NSM_trader570,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:45.964659623,HOR_NSM__oid2005042,FB.OQ,B,1,220.44,NSM_trader571,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:46.804928342,HOR_NSM__oid2005121,FB.OQ,S,3,220.48,NSM_trader572,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:46.964659623,HOR_NSM__oid2005042,FB.OQ,B,1,220.44,NSM_trader571,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:47.068942970,HOR_NSM__oid2005189,FB.OQ,S,4,220.52,NSM_trader573,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:47.804928342,HOR_NSM__oid2005121,FB.OQ,S,3,220.48,NSM_trader572,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:47.865002293,HOR_NSM__oid2005244,FB.OQ,S,4,220.52,NSM_trader574,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:48.068942970,HOR_NSM__oid2005189,FB.OQ,S,4,220.52,NSM_trader573,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:48.865002293,HOR_NSM__oid2005244,FB.OQ,S,4,220.52,NSM_trader574,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:50.028185290,HOR_NSM__oid2005371,FB.OQ,B,1,220.48,NSM_trader575,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:51.028185290,HOR_NSM__oid2005371,FB.OQ,B,1,220.48,NSM_trader575,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:52.724122330,HOR_NSM__oid2005676,FB.OQ,S,2,220.52,NSM_trader576,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:52.900371891,HOR_NSM__oid2005699,FB.OQ,B,2,220.5,NSM_trader577,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:53.220175657,HOR_NSM__oid2005718,FB.OQ,B,1,220.49,NSM_trader578,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:53.724122330,HOR_NSM__oid2005676,FB.OQ,S,2,220.52,NSM_trader576,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:53.900371891,HOR_NSM__oid2005699,FB.OQ,B,2,220.5,NSM_trader577,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:54.220175657,HOR_NSM__oid2005718,FB.OQ,B,1,220.49,NSM_trader578,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:54.552474637,HOR_NSM__oid2005827,FB.OQ,S,2,220.52,NSM_trader579,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:55.552474637,HOR_NSM__oid2005827,FB.OQ,S,2,220.52,NSM_trader579,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:56.960646833,HOR_NSM__oid2006015,FB.OQ,S,3,220.5,NSM_trader580,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:57.960646833,HOR_NSM__oid2006015,FB.OQ,S,3,220.5,NSM_trader580,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:58.460735219,HOR_NSM__oid2006128,FB.OQ,S,1,220.52,NSM_trader581,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:13:59.220373701,HOR_NSM__oid2006223,FB.OQ,S,1,220.52,NSM_trader582,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:13:59.460735219,HOR_NSM__oid2006128,FB.OQ,S,1,220.52,NSM_trader581,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:00.220373701,HOR_NSM__oid2006223,FB.OQ,S,1,220.52,NSM_trader582,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:02.716995436,HOR_NSM__oid2006945,FB.OQ,B,1,220.48,NSM_trader583,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:03.716995436,HOR_NSM__oid2006945,FB.OQ,B,1,220.48,NSM_trader583,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:05.133181419,HOR_NSM__oid2007280,FB.OQ,S,1,220.55,NSM_trader584,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:06.024168818,HOR_NSM__oid2007522,FB.OQ,S,3,220.5,NSM_trader585,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:06.133181419,HOR_NSM__oid2007280,FB.OQ,S,1,220.55,NSM_trader584,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:14:07.024168818,HOR_NSM__oid2007522,FB.OQ,S,8,220.5,NSM_trader585,8,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:08.012297534,HOR_NSM__oid2007855,FB.OQ,B,2,220.45,NSM_trader586,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:08.024168818,HOR_NSM__oid2007522,FB.OQ,S,8,220.5,NSM_trader585,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:09.012297534,HOR_NSM__oid2007855,FB.OQ,B,2,220.45,NSM_trader586,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:09.840418363,HOR_NSM__oid2008128,FB.OQ,B,3,220.47,NSM_trader587,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:09.848419883,HOR_NSM__oid2008143,FB.OQ,S,3,220.55,NSM_trader588,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:10.207963779,HOR_NSM__oid2008198,FB.OQ,B,3,220.51,NSM_trader589,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:10.491845168,HOR_NSM__oid2008258,FB.OQ,S,4,220.51,NSM_trader590,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:10.840418363,HOR_NSM__oid2008128,FB.OQ,B,3,220.47,NSM_trader587,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:10.848419883,HOR_NSM__oid2008143,FB.OQ,S,3,220.55,NSM_trader588,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:11.207963779,HOR_NSM__oid2008198,FB.OQ,B,3,220.51,NSM_trader589,0,EQUITY_EXCHANGE,,FALSE,
partiallyFilled,2015.04.20D15:14:11.491845168,HOR_NSM__oid2008258,FB.OQ,S,4,220.51,NSM_trader590,4,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:11.636530919,HOR_NSM__oid2008464,FB.OQ,S,1,220.51,NSM_trader591,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:12.491845168,HOR_NSM__oid2008258,FB.OQ,S,4,220.51,NSM_trader590,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:12.636530919,HOR_NSM__oid2008464,FB.OQ,S,1,220.51,NSM_trader591,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:13.476298617,HOR_NSM__oid2008629,FB.OQ,B,1,220.48,NSM_trader592,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:13.480655906,HOR_NSM__oid2008644,FB.OQ,B,2,220.47,NSM_trader593,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:14.476298617,HOR_NSM__oid2008629,FB.OQ,B,1,220.48,NSM_trader592,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:14.480655906,HOR_NSM__oid2008644,FB.OQ,B,2,220.47,NSM_trader593,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:20.896798818,HOR_NSM__oid2009400,FB.OQ,S,4,220.5,NSM_demoTrader,4,EQUITY_EXCHANGE,0D00:00:45.600745676,FALSE,
filled,2015.04.20D15:14:21.896798818,HOR_NSM__oid2009400,FB.OQ,S,4,220.5,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:22.897269598,HOR_NSM__oid2009565,FB.OQ,B,1,220.45,NSM_trader595,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:23.897269598,HOR_NSM__oid2009565,FB.OQ,B,1,220.45,NSM_trader595,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:27.551913687,HOR_NSM__oid2010076,FB.OQ,S,2,220.51,NSM_trader596,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:28.551913687,HOR_NSM__oid2010076,FB.OQ,S,2,220.51,NSM_trader596,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:30.272784904,HOR_NSM__oid2010345,FB.OQ,B,2,220.46,NSM_trader597,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:31.272784904,HOR_NSM__oid2010345,FB.OQ,B,2,220.46,NSM_trader597,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:35.065097688,HOR_NSM__oid2011257,FB.OQ,S,3,220.49,NSM_trader598,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:36.065097688,HOR_NSM__oid2011257,FB.OQ,S,3,220.49,NSM_trader598,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:36.908700002,HOR_NSM__oid2011417,FB.OQ,S,2,220.45,NSM_trader599,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:36.921240868,HOR_NSM__oid2011432,FB.OQ,S,1,220.43,NSM_trader600,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:37.908700002,HOR_NSM__oid2011417,FB.OQ,S,2,220.45,NSM_trader599,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:14:37.921240868,HOR_NSM__oid2011432,FB.OQ,S,6,220.43,NSM_trader600,6,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:37.924791241,HOR_NSM__oid2011546,FB.OQ,B,1,220.36,NSM_trader601,1,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:14:38.921240868,HOR_NSM__oid2011432,FB.OQ,S,11,220.43,NSM_trader600,11,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:38.924791241,HOR_NSM__oid2011546,FB.OQ,B,1,220.36,NSM_trader601,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:39.921240868,HOR_NSM__oid2011432,FB.OQ,S,11,220.43,NSM_trader600,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:40.053420131,HOR_NSM__oid2011898,FB.OQ,B,3,220.37,NSM_trader602,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:41.053420131,HOR_NSM__oid2011898,FB.OQ,B,3,220.37,NSM_trader602,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:43.719864130,HOR_NSM__oid2012547,FB.OQ,S,2,220.45,NSM_trader603,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:44.719864130,HOR_NSM__oid2012547,FB.OQ,S,2,220.45,NSM_trader603,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:45.571936207,HOR_NSM__oid2012743,FB.OQ,B,1,220.41,NSM_trader604,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:46.571936207,HOR_NSM__oid2012743,FB.OQ,B,1,220.41,NSM_trader604,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:51.624436706,HOR_NSM__oid2013221,FB.OQ,B,2,220.41,NSM_trader605,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:51.856360308,HOR_NSM__oid2013254,FB.OQ,S,1,220.45,NSM_trader606,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:52.624436706,HOR_NSM__oid2013221,FB.OQ,B,2,220.41,NSM_trader605,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:52.856360308,HOR_NSM__oid2013254,FB.OQ,S,1,220.45,NSM_trader606,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:52.872159530,HOR_NSM__oid2013327,FB.OQ,B,1,220.44,NSM_trader607,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:52.917205542,HOR_NSM__oid2013342,FB.OQ,S,3,220.48,NSM_trader608,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:53.872159530,HOR_NSM__oid2013327,FB.OQ,B,1,220.44,NSM_trader607,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:53.917205542,HOR_NSM__oid2013342,FB.OQ,S,3,220.48,NSM_trader608,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:54.088250401,HOR_NSM__oid2013436,FB.OQ,S,1,220.48,NSM_trader609,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:55.088250401,HOR_NSM__oid2013436,FB.OQ,S,1,220.48,NSM_trader609,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:55.728421694,HOR_NSM__oid2013537,FB.OQ,S,2,220.49,NSM_trader610,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:56.728421694,HOR_NSM__oid2013537,FB.OQ,S,2,220.49,NSM_trader610,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:57.337631691,HOR_NSM__oid2013728,FB.OQ,B,1,220.42,NSM_trader611,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:58.000583848,HOR_NSM__oid2013889,FB.OQ,S,3,220.46,NSM_trader612,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:58.337631691,HOR_NSM__oid2013728,FB.OQ,B,1,220.42,NSM_trader611,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:14:58.784660004,HOR_NSM__oid2014031,FB.OQ,B,1,220.43,NSM_trader613,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:59.000583848,HOR_NSM__oid2013889,FB.OQ,S,3,220.46,NSM_trader612,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:14:59.784660004,HOR_NSM__oid2014031,FB.OQ,B,1,220.43,NSM_trader613,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:01.079478481,HOR_NSM__oid2014774,FB.OQ,B,1,220.45,NSM_trader614,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:02.079478481,HOR_NSM__oid2014774,FB.OQ,B,1,220.45,NSM_trader614,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:02.804532702,HOR_NSM__oid2015041,FB.OQ,B,1,220.46,NSM_trader615,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:02.887896329,HOR_NSM__oid2015076,FB.OQ,S,1,220.5,NSM_trader616,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:03.120926773,HOR_NSM__oid2015177,FB.OQ,S,1,220.55,NSM_trader617,1,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:15:03.804532702,HOR_NSM__oid2015041,FB.OQ,B,6,220.46,NSM_trader615,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:03.887896329,HOR_NSM__oid2015076,FB.OQ,S,1,220.5,NSM_trader616,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:04.120926773,HOR_NSM__oid2015177,FB.OQ,S,1,220.55,NSM_trader617,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:04.719951730,HOR_NSM__oid2015396,FB.OQ,B,1,220.5,NSM_trader618,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:04.804532702,HOR_NSM__oid2015041,FB.OQ,B,6,220.46,NSM_trader615,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:04.819984846,HOR_NSM__oid2015417,FB.OQ,S,1,220.57,NSM_trader619,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:05.672029764,HOR_NSM__oid2015479,FB.OQ,S,1,220.56,NSM_trader620,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:05.719951730,HOR_NSM__oid2015396,FB.OQ,B,1,220.5,NSM_trader618,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:05.819984846,HOR_NSM__oid2015417,FB.OQ,S,1,220.57,NSM_trader619,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:06.272157870,HOR_NSM__oid2015528,FB.OQ,S,1,220.56,NSM_trader621,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:06.672029764,HOR_NSM__oid2015479,FB.OQ,S,1,220.56,NSM_trader620,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:06.783831676,HOR_NSM__oid2015561,FB.OQ,B,1,220.55,NSM_trader622,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:07.272157870,HOR_NSM__oid2015528,FB.OQ,S,1,220.56,NSM_trader621,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:07.783831676,HOR_NSM__oid2015561,FB.OQ,B,1,220.55,NSM_trader622,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:08.340179679,HOR_NSM__oid2015745,FB.OQ,B,1,220.53,NSM_trader623,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:09.064260590,HOR_NSM__oid2015840,FB.OQ,B,1,220.52,NSM_trader624,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:09.340179679,HOR_NSM__oid2015745,FB.OQ,B,1,220.53,NSM_trader623,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:10.064260590,HOR_NSM__oid2015840,FB.OQ,B,1,220.52,NSM_trader624,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:11.152226186,HOR_NSM__oid2016022,FB.OQ,B,1,220.48,NSM_trader625,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:11.440406232,HOR_NSM__oid2016044,FB.OQ,B,5,220.47,NSM_trader626,5,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:12.152226186,HOR_NSM__oid2016022,FB.OQ,B,1,220.48,NSM_trader625,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:12.440406232,HOR_NSM__oid2016044,FB.OQ,B,5,220.47,NSM_trader626,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:13.892561525,HOR_NSM__oid2016278,FB.OQ,S,5,220.52,NSM_trader627,5,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:14.468303534,HOR_NSM__oid2016385,FB.OQ,B,3,220.44,NSM_trader628,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:14.892561525,HOR_NSM__oid2016278,FB.OQ,S,5,220.52,NSM_trader627,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:15.316563419,HOR_NSM__oid2016529,FB.OQ,S,1,220.49,NSM_trader629,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:15.468303534,HOR_NSM__oid2016385,FB.OQ,B,3,220.44,NSM_trader628,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:16.316563419,HOR_NSM__oid2016529,FB.OQ,S,1,220.49,NSM_trader629,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:21.923942286,HOR_NSM__oid2017050,FB.OQ,S,2,220.47,NSM_trader630,2,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:15:22.923942286,HOR_NSM__oid2017050,FB.OQ,S,7,220.47,NSM_trader630,7,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:23.332219077,HOR_NSM__oid2017227,FB.OQ,S,2,220.47,NSM_trader631,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:23.923942286,HOR_NSM__oid2017050,FB.OQ,S,7,220.47,NSM_trader630,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:24.163231240,HOR_NSM__oid2017300,FB.OQ,S,1,220.42,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:01:03.266432422,FALSE,
filled,2015.04.20D15:15:24.332219077,HOR_NSM__oid2017227,FB.OQ,S,2,220.47,NSM_trader631,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:25.163231240,HOR_NSM__oid2017300,FB.OQ,S,1,220.42,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:25.427914962,HOR_NSM__oid2017433,FB.OQ,B,46,220.35,NSM_trader633,46,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:26.124412419,HOR_NSM__oid2017499,FB.OQ,B,46,220.35,NSM_trader634,46,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:26.427914962,HOR_NSM__oid2017433,FB.OQ,B,46,220.35,NSM_trader633,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:26.584237273,HOR_NSM__oid2017551,FB.OQ,B,3,220.33,NSM_trader635,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:26.592222273,HOR_NSM__oid2017566,FB.OQ,B,1,220.33,NSM_trader636,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:27.124412419,HOR_NSM__oid2017499,FB.OQ,B,46,220.35,NSM_trader634,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:27.584237273,HOR_NSM__oid2017551,FB.OQ,B,3,220.33,NSM_trader635,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:27.592222273,HOR_NSM__oid2017566,FB.OQ,B,1,220.33,NSM_trader636,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:27.748057304,HOR_NSM__oid2017681,FB.OQ,B,1,220.32,NSM_trader637,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:28.748057304,HOR_NSM__oid2017681,FB.OQ,B,1,220.32,NSM_trader637,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:30.688689632,HOR_NSM__oid2017867,FB.OQ,B,1,220.32,NSM_trader638,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:30.984048604,HOR_NSM__oid2017897,FB.OQ,S,1,220.33,NSM_trader639,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:31.688689632,HOR_NSM__oid2017867,FB.OQ,B,1,220.32,NSM_trader638,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:31.984048604,HOR_NSM__oid2017897,FB.OQ,S,1,220.33,NSM_trader639,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:32.208392380,HOR_NSM__oid2018240,FB.OQ,B,1,220.31,NSM_trader640,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:32.208790349,HOR_NSM__oid2018255,FB.OQ,B,1,220.36,NSM_trader641,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:32.756833102,HOR_NSM__oid2018383,FB.OQ,B,1,220.35,NSM_trader642,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:33.208392380,HOR_NSM__oid2018240,FB.OQ,B,1,220.31,NSM_trader640,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:33.208790349,HOR_NSM__oid2018255,FB.OQ,B,1,220.36,NSM_trader641,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:33.756833102,HOR_NSM__oid2018383,FB.OQ,B,1,220.35,NSM_trader642,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:34.251850040,HOR_NSM__oid2018744,FB.OQ,S,1,220.42,NSM_trader643,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:34.407756095,HOR_NSM__oid2018791,FB.OQ,B,1,220.39,NSM_trader644,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:34.515898260,HOR_NSM__oid2018806,FB.OQ,S,1,220.44,NSM_trader645,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:35.251850040,HOR_NSM__oid2018744,FB.OQ,S,1,220.42,NSM_trader643,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:35.407756095,HOR_NSM__oid2018791,FB.OQ,B,1,220.39,NSM_trader644,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:15:35.515898260,HOR_NSM__oid2018806,FB.OQ,S,6,220.44,NSM_trader645,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:36.515898260,HOR_NSM__oid2018806,FB.OQ,S,6,220.44,NSM_trader645,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:36.548031851,HOR_NSM__oid2019086,FB.OQ,S,4,220.44,NSM_trader646,4,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:37.320072363,HOR_NSM__oid2019263,FB.OQ,B,2,220.41,NSM_trader647,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:37.548031851,HOR_NSM__oid2019086,FB.OQ,S,4,220.44,NSM_trader646,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:38.320072363,HOR_NSM__oid2019263,FB.OQ,B,2,220.41,NSM_trader647,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:39.219821107,HOR_NSM__oid2019713,FB.OQ,B,1,220.44,NSM_trader648,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:15:39.668258656,HOR_NSM__oid2019829,FB.OQ,S,2,220.45,NSM_trader649,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:15:40.219821107,HOR_NSM__oid2019713,FB.OQ,B,1,220.44,NSM_trader648,0,EQUITY_EXCHANGE,,FALSE,
